,X,Species,Water,CNMs,Dimension,Shape,Length,Diameter,Thickness,HD,SSA,Zeta,Medium,RPM,C.,Modification,Dispersant,Duration,LightI,Temperature,LightD,Conc.,N,inhibition,EC50,ROS.relative.to.contral,MDA.relative.to.contral,SOD.relative.to.contral,CAT.relative.to.contral,chlorophyll.relative.to.contral,Fv.Fm.relative.to.contral,title,jourl,year
287,836,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,24,4000,25,12,500,20000,45.5666004,,,,,,100,0.556914612,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
288,32,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,24,4000,25,12,100,20000,,,,,,,100,0.540616989,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
289,1169,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,24,4000,25,12,50,20000,,,100.0673854,,98.83211679,,100,0.557467073,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
290,1172,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,24,4000,25,12,200,20000,,,115.4312668,,208.4671533,,100,0.55332361,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
291,1173,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,24,4000,25,12,10,20000,,,,,,,100,0.590062318,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
376,42,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,72,4000,25,12,5,20000,-5.805168986,,,,,,102.0364416,0.700278441,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
386,27,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,48,4000,25,12,5,20000,-10.73558648,,,,,,104.1666667,0.676522585,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
401,22,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,48,4000,25,12,10,20000,-15.02982107,,,,,,109.7222222,0.666578273,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
406,695,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,48,4000,25,12,50,20000,29.82107356,,110.5795148,,101.9880716,,111.1111111,0.646689649,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
4,1098,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,96,4000,25,12,500,20000,92.64413519,,,,,,,0.563544153,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
29,1062,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,48,4000,25,12,500,20000,,,,,,,,0.556638381,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
614,1513,Scenedesmus obliquus,freshwater,CDs,0,sphere,10,10,10,60.472,,-5.21,OECD,,,NIL,NIL,96,4000,25,12,,20000,,74.8,,,,,,,Effects of Carbon Quantum Dots on Aquatic Environments: Comparison of Toxicity to Organisms at Different Trophic Levels,Environmental Science & Technology,2018
132,648,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,96,,24,24,10,64800,24.70787011,,200.46875,,126.5699944,,76.2755102,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
204,997,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,96,,24,24,1,64800,,,115.15625,,106.8153932,,91.14085405,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
207,1118,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,96,,24,24,0.1,64800,,,116.40625,,103.3798104,,91.84193754,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
208,1122,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,96,,24,24,0.01,64800,,,117.65625,,103.9263804,,91.84193754,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
216,1017,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,96,,24,24,1,64800,,,130.3125,,110.9537089,,92.53826531,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
235,1113,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,96,,24,24,0.1,64800,,,128.4375,,113.6084774,,95.40816327,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
245,515,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,96,,24,24,10,64800,14.58652502,,152.1875,,111.7345231,,96.49458254,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
246,1120,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,96,,24,24,0.01,64800,,,128.90625,,113.7646403,,96.55612245,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
292,143,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,96,,24,24,0,64800,0,,100,,100,,100,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
293,139,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,96,,24,24,0,64800,,,,,,,100,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
668,136,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,24,,24,24,0,64800,0,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
669,137,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,48,,24,24,0,64800,0,,100,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
670,138,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,72,,24,24,0,64800,0,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
671,140,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,24,,24,24,0,64800,0,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
672,141,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,48,,24,24,0,64800,0,,100,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
673,142,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,72,,24,24,0,64800,0,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
674,294,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,72,,24,24,1,64800,2.593546506,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
675,724,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,48,,24,24,0.01,64800,31.68404987,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
676,75,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,72,,24,24,1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
677,268,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,24,,24,24,0.01,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
678,862,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,48,,24,24,0.01,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
679,1070,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,72,,24,24,0.1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
680,1076,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,72,,24,24,0.1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
681,1107,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,72,,24,24,0.01,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
682,1109,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,72,,24,24,0.01,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
683,1133,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,24,,24,24,10,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
684,1134,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,24,,24,24,10,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
685,1135,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,48,,24,24,10,64800,,,225.3973105,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
686,1136,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,48,,24,24,10,64800,,,229.9816626,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
687,1137,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,24,,24,24,1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
688,1138,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,24,,24,24,1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
689,1139,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,48,,24,24,1,64800,,,167.0232274,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
690,1140,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,48,,24,24,1,64800,,,196.5158924,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
691,1141,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,24,,24,24,0.1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
692,1142,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,72,,24,24,10,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
693,1143,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,24,,24,24,0.1,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
694,1144,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,72,,24,24,10,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
695,1164,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,48,,24,24,0.1,64800,,,112.0110024,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
696,1174,Chlorella vulgaris,freshwater,graphene,2,sheet,2750,2750,1,560,,-17.08306504,BG11,,64.51,ox,NIL,24,,24,24,0.01,64800,,,,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
697,1177,Chlorella vulgaris,freshwater,CNT,1,tube,1750,1.5,1.5,554,,-19.29813265,BG11,,,COOH,NIL,48,,24,24,0.1,64800,,,101.3141809,,,,,,"Effects of Graphene Oxide and Oxidized Carbon notubes on the Cellular Division, Microstructure, Uptake, Oxidative Stress, and Metabolic Profiles",Environmental Science & Technology,2015
891,9,Chlorella vulgaris,freshwater,graphene,2,sheet,5050,5050,1.5,275,,-36.93960511,BG11,,,ox,NIL,24,,28,24,0.01,5.00E+05,-21.68674694,,,,,,,,Effects of graphene oxide on algal cellular stress response: Evaluating metabolic characters of carbon fixation and nutrient removal,Chemosphere,2020
892,24,Chlorella vulgaris,freshwater,graphene,2,sheet,5050,5050,1.5,275,,-36.93960511,BG11,,,ox,NIL,72,,28,24,0.01,5.00E+05,-14.64343831,,,,,,,,Effects of graphene oxide on algal cellular stress response: Evaluating metabolic characters of carbon fixation and nutrient removal,Chemosphere,2020
893,46,Chlorella vulgaris,freshwater,graphene,2,sheet,5050,5050,1.5,275,,-36.93960511,BG11,,,ox,NIL,48,,28,24,0.01,5.00E+05,-4.94206579,,,,,,,,Effects of graphene oxide on algal cellular stress response: Evaluating metabolic characters of carbon fixation and nutrient removal,Chemosphere,2020
894,62,Chlorella vulgaris,freshwater,graphene,2,sheet,5050,5050,1.5,275,,-36.93960511,BG11,,,ox,NIL,96,,28,24,0.01,5.00E+05,-2.448479553,,113.4433962,,106.1551433,,,,Effects of graphene oxide on algal cellular stress response: Evaluating metabolic characters of carbon fixation and nutrient removal,Chemosphere,2020
